"Item Reference","Item Description","Last activity timestamp","Playback position","Play count","Has been played?"
1270591299,"Carpool Karaoke - Season 1 - Billy Eichner & Metallica",2017-09-15T23:52:05Z,704.365,0,Yes
"bf0254993c88ba01221d490b88717a1f",N/A,2017-09-20T21:28:53.612Z,950.001,0,Yes
"b52a8d45e41452ef578060e07b0f3aa3",N/A,2017-09-21T16:15:30.268Z,0.000,0,No
"7d40d146faf14cbd7ffe39a393f83038",N/A,2017-09-22T13:54:04.774Z,0.000,0,No
"430dd1e05551cfb4c2915816ad8e6302",N/A,2017-09-24T14:00:09.068Z,0.000,0,No
"17e1abc2575c44f710a115026b5746a5",N/A,2017-09-25T14:09:40.025Z,1222.006,0,Yes
"78f639413a2cd11996ad61701b48050d",N/A,2017-09-29T21:25:37.611Z,0.000,0,No
"2b781200c70fff32f6ab7f9947d42c5c",N/A,2017-10-04T20:58:13.266Z,1264.002,0,Yes
"7de6653a3e3b2a9656590d52600a26a3",N/A,2017-10-04T21:24:42.734Z,1477.001,0,Yes
"d5d9ef73e8252c313bebeddb489377c3",N/A,2017-10-05T12:39:36.056Z,0.000,1,Yes
"47ae4998c9f77e7009447125b0d08e93",N/A,2017-10-06T22:03:24.810Z,0.000,1,Yes
"0503ab4fa9d2c5295186b2bee88280aa",N/A,2017-10-07T23:43:53.124Z,0.000,0,No
"5146f6e09f1c76b791f8cbbe8e2ad43e",N/A,2017-10-12T15:56:49.294Z,0.000,0,No
"427016a6c85f1013a1de726ebae15051",N/A,2017-10-13T20:09:08.116Z,0.000,0,No
"00c990a66a7480db7ec6302ad3728df8",N/A,2017-10-13T22:42:11.196Z,0.000,0,No
"ebbc354875a7542ded1489d1e0bb69e8",N/A,2017-10-17T21:07:34.970Z,0.000,1,Yes
"755705dec25caa9feda965927895b267",N/A,2017-10-22T16:14:01.685Z,0.000,0,No
"a2657c777ec5c5fd0538e31c17d387cf",N/A,2017-10-22T16:14:01.685Z,0.000,0,No
"c7317d43dfeb47230aab8f0fb058df02",N/A,2017-10-25T21:03:52.614Z,0.000,1,Yes
"c44c9f3e328abdffe5f0061b7fac0b1c",N/A,2017-10-25T21:20:05.415Z,0.000,1,Yes
"f5199f1f9b307a1d130b4110f9619d31",N/A,2017-10-29T01:09:27.723Z,0.000,0,No
"f8d8a598204ef2cf927409360b8adaad",N/A,2017-10-29T01:09:27.723Z,0.000,0,No
"51caeacf820f9cf345c42c39ef2d5dce",N/A,2017-11-04T15:43:48.566Z,0.000,0,No
"10c890ac63b4c24b699db339d75c03d0",N/A,2017-11-05T02:45:33.109Z,0.000,0,No
"4c28b70d4b151ecb329287c35f3fe9d4",N/A,2017-11-08T00:44:47.827Z,0.000,1,Yes
"ca687fec3d08f12d90dcd0ced136e982",N/A,2017-11-08T01:05:07.600Z,0.000,1,Yes
"caf320a60f8e932ecaca48f4b33461f7",N/A,2017-11-09T15:38:00Z,0.000,0,No
"7979e019b11597d55b51477e9d2aaeeb",N/A,2017-11-09T15:39:29Z,0.000,0,No
"c57d2ba3ab10dcfb6201b99d776d0681",N/A,2017-11-09T15:41:25Z,0.000,0,No
"193782d8b39e2137c9a09426db244765",N/A,2017-11-10T12:49:46.732Z,0.000,0,No
"b6cefb70467fe3b4bb5a046ec276b3ec",N/A,2017-11-10T12:52:30.044Z,0.000,0,No
"0238957aaa623b55d69051f5ba28f971",N/A,2017-11-10T12:52:33.493Z,0.000,0,No
"08180a056a3e3570169e4882990ccf14",N/A,2017-11-10T12:52:35.154Z,0.000,0,No
"f6475c2969b2b304b00f4e1ae488916d",N/A,2017-11-10T12:52:34.275Z,0.000,0,No
"959356f5212045465c711d129da78927",N/A,2017-11-10T12:52:37.599Z,0.000,0,No
"cfbc6d7433cf5b7dfb0514dafb815357",N/A,2017-11-10T12:52:38.645Z,0.000,0,No
"837e81caef4f6e2a409fc8cde448b91d",N/A,2017-11-10T18:18:34.182Z,0.000,1,Yes
"ac02f254d2fbfc692808c7216a09769f",N/A,2017-11-10T18:50:05.410Z,0.000,2,Yes
"e20120c3444e3de6f16e7b27b5c3a54b",N/A,2017-11-10T20:10:46.020Z,0.000,1,Yes
"03d20e1820b8d5a4180d0af394ee8f94",N/A,2017-11-12T20:38:33.140Z,0.000,0,No
"eee1bc3305403acd9c0d72b7aad62a82",N/A,2017-11-12T20:38:33.140Z,0.000,0,No
"417fd8632647b0cdf63752cc0a8e67fa",N/A,2017-11-14T14:22:03.830Z,0.000,0,No
"2d0c2a498182f9ec574f16dd6d2eb63c",N/A,2017-11-21T23:08:03.047Z,0.000,0,No
"39a7d77ded8fd15241aec697d13189b5",N/A,2017-11-21T23:08:03.047Z,0.000,0,No
"4b9f31d02549a1875cd5296ba6ef4cb7",N/A,2017-11-21T23:08:03.047Z,0.000,0,No
"67880fc2f66cf7c164763984e9259e72",N/A,2017-11-21T23:08:03.047Z,0.000,0,No
"98ae4d5301ab00edf060350af73baf97",N/A,2017-11-21T23:08:03.046Z,0.000,0,No
"edc6d60d3a900035b65261e78648b352",N/A,2017-11-21T23:08:03.047Z,0.000,0,No
"08f9073c72f6645b21236ea3873a2cad",N/A,2017-11-22T02:46:02.653Z,0.000,1,Yes
"0f3d99ec019e129ca3779fa88ae4bcfa",N/A,2017-11-22T01:42:32.110Z,0.000,1,Yes
"2aa8c588168d9f3a090254395d9168d2",N/A,2017-11-22T02:05:17.778Z,1211.001,0,Yes
"b1c2ed6e665474fa800017de95a01478",N/A,2017-11-22T02:27:23.978Z,46.001,0,Yes
"d6835d3e1126da2e7018b216cc2bdfc1",N/A,2017-11-22T02:26:24.639Z,0.000,1,Yes
"a35cf9a70ceb05d30aeb2f94f94e0cf7",N/A,2017-11-26T23:43:06.097Z,0.000,0,No
"47afbdc58cb647ebb29cdb8337e9d565",N/A,2017-11-28T22:11:05.063Z,0.000,0,No
"cc8bd77e6e9114dd0ddddaf97a201781",N/A,2017-11-28T22:11:05.062Z,0.000,0,No
"9eb628105340082f5ed5996b1b4a19f0",N/A,2017-11-28T22:11:06.138Z,0.000,1,Yes
"f8de0b9485cf57e39832edb5bc9afba5",N/A,2017-11-29T22:18:54.276Z,0.000,0,No
1316062741,N/A,2017-11-30T21:37:19Z,56.149,0,Yes
"f5e992e1a1cc3944aa380ed7f1df20f7",N/A,2017-12-01T17:56:55.182Z,0.000,0,No
"e2db4d95ac567ae3f7f03a1c6a70f11b",N/A,2017-12-02T21:13:36.557Z,0.000,0,No
"cb502d9f5a3c778125e89814614c10c8",N/A,2017-12-03T21:29:18.090Z,0.000,0,No
"21964d50faa76e971f889fcfbb44fc82",N/A,2017-12-04T21:58:22.758Z,0.000,0,No
"326a0ab725052c62fb91cb1939ba09af",N/A,2017-12-07T16:20:01.837Z,0.000,0,No
"82ca0ecbe0995648e0c9821c2aa6157a",N/A,2017-12-07T23:11:47.280Z,0.000,1,Yes
"da51bbab4c7fc5222f615ff3690127b5",N/A,2017-12-08T16:21:31.535Z,0.000,0,No
"862faecd1b058d2c92c08ab1d4f2898c",N/A,2017-12-10T20:10:51.046Z,0.000,0,No
"8a7952682e74b61e1592a76715ecd1ca",N/A,2017-12-10T20:10:51.046Z,0.000,0,No
"b9d34dfef1ac9f29a3013ce085687943",N/A,2017-12-11T23:17:45.052Z,0.000,0,No
"b28b3a1e5d4eb5c8eb0bf4ba9813aeb3",N/A,2017-12-12T22:24:04.460Z,0.000,1,Yes
"6c0da32299a44105e676ec8762f2269a",N/A,2017-12-13T22:07:15.602Z,1306.001,0,Yes
"226c3e732708911c8f2c7868457824f3",N/A,2017-12-14T16:06:32.482Z,0.000,0,No
"5d52aa20e7e5e15da81232d942bf9221",N/A,2017-12-18T18:08:13.523Z,0.000,0,No
"4335288408f81376f16fa64dfd6dd076",N/A,2017-12-18T18:10:57.883Z,0.000,0,No
"7ada201a188f8e62c5c5ff040db3982a",N/A,2017-12-18T22:12:11.011Z,0.000,0,No
"f954574869f01b2fe395da3bfaa03f32",N/A,2017-12-18T22:12:11.011Z,0.000,0,No
"2ddb81528eb6284e759df729e89a12cc",N/A,2017-12-18T22:14:56.944Z,1254.002,0,Yes
"bd2b77e2e91f8d3d92f3d3d2d11ecdd0",N/A,2017-12-19T18:09:47.625Z,0.000,0,No
"f6fbd5b1a2363bf66eef46f28fb55c59",N/A,2017-12-19T22:14:54.941Z,0.000,0,No
"fb76e45f408c5e455882163c4ad067ed",N/A,2017-12-19T22:33:51.375Z,0.000,1,Yes
"2f073526292ad282ef59b339fcc243b1",N/A,2017-12-21T17:29:17.996Z,0.000,0,No
"a5ef446fb351bf8ddc6b594b8d07f200",N/A,2017-12-21T17:29:17.996Z,0.000,0,No
"139c56436aaef93f018fb57ac5a95d0e",N/A,2017-12-22T15:27:42.497Z,0.000,1,Yes
"8c519e4515d5fd736690374f850c1de8",N/A,2017-12-22T16:07:15.790Z,0.000,1,Yes
"655ce78c64ba0c4d3aebc571be157caf",N/A,2017-12-22T19:13:28.584Z,0.000,0,No
"9df20e70a8072d0bbee17fe9b9adb7b0",N/A,2017-12-22T19:13:28.584Z,0.000,0,No
"44398cc7fe732020a1183374d869f2f5",N/A,2018-01-01T15:46:39.165Z,0.000,0,No
"b2a0ce23f2a8c155fde7a26c27f2d67a",N/A,2018-01-01T15:46:39.165Z,0.000,0,No
"bea7861af718e084464e220d4b80cf09",N/A,2018-01-01T15:46:39.165Z,0.000,0,No
"e1aed6717284e222bbd2183378070e6f",N/A,2018-01-01T15:46:39.167Z,0.000,0,No
"a5f30390b9eb2caa6dbff1890b379b5a",N/A,2018-01-01T18:32:48.860Z,0.000,1,Yes
"2995534612740588760d082f45686c30",N/A,2018-01-03T16:31:24.129Z,0.000,0,No
"728b0925e724f326b1ec6f2b11417de6",N/A,2018-01-03T22:47:53.529Z,0.000,1,Yes
"48113ca19018cef349ca31e7b6c7f4f3",N/A,2018-01-03T22:48:15.182Z,0.000,0,No
"cff9251270f53a2d7d9a715a581b9016",N/A,2018-01-03T23:58:46.360Z,0.000,1,Yes
"7c41fda9fed935e96f48aa2f901fc38d",N/A,2018-01-04T16:32:38.160Z,0.000,0,No
"eb328e06bb21cd13e4489263d48d5a87",N/A,2018-01-06T00:59:36.388Z,0.000,0,No
"5d564af9e2bdd90ae87d84a7e4a892ee",N/A,2018-01-06T18:34:55.409Z,0.000,0,No
"586a4b8aa9591e54a6f9867858cf85cc",N/A,2018-01-08T15:07:29.327Z,0.000,0,No
"9ab3978fe32f877f1cd372be11b52583",N/A,2018-01-09T15:49:04.939Z,0.000,0,No
"0e5339497fdd0ce844026022a13b5137",N/A,2018-01-10T18:03:25.356Z,0.000,0,No
"9dba2202e718d8959d8ccda3a5c7e2eb",N/A,2018-01-11T22:04:54.748Z,0.000,0,No
"bf15cdb6552c5c2659657b7fb63768b1",N/A,2018-01-12T22:21:51.913Z,0.000,0,No
"38278fcd4ce48d9c80f66bd25e42c9e2",N/A,2018-01-14T02:02:12.496Z,0.000,0,No
"68f1b3367cc778d212f61aaec1beb87f",N/A,2018-01-15T15:35:31.595Z,0.000,0,No
"ba7557c19eef9b6a59dac45081016f39",N/A,2018-01-15T15:35:31.595Z,0.000,0,No
"02437e05c7d7a89533341603771e49f4",N/A,2018-01-17T15:02:44Z,0.000,2,Yes
"96624c0cf6bf81cd4482d36b03a3f455",N/A,2018-01-17T15:02:53Z,41.306,0,Yes
"a26ef79ee134913e718614fbeb30a2b4",N/A,2018-01-18T16:33:27.251Z,0.000,0,No
"713e519185868e5cbee19096b36870cf",N/A,2018-01-19T17:21:24.932Z,0.000,0,No
"7afa2e768831f9c3919d9ab0b1826261",N/A,2018-01-19T22:14:47.141Z,76.008,0,Yes
"0a20fbcfb5d692de0464c42e9d7feb95",N/A,2018-01-20T16:54:09.977Z,1123.001,0,Yes
"56279be38106eca9ee192f7f28981438",N/A,2018-01-21T19:56:19.962Z,0.000,0,No
"d4ed83a779ec4fd768a17388c95cfb28",N/A,2018-01-21T19:56:19.962Z,0.000,0,No
"48de795704137c579c8b7f5381a42243",N/A,2018-01-22T22:28:56.812Z,0.000,0,No
1000383222452,"Chapter III",2017-04-27T02:56:54Z,3164.203,0,Yes
"9915d7dc474bf24eddb4462f13c8c320",N/A,2018-01-26T00:36:56Z,1123.001,0,Yes
"b2693d19bbfbeb85d5514342759838ae",N/A,2018-01-26T00:36:56Z,1123.001,0,Yes
"9d8cfec288d5ae55d68586280cf08229",N/A,2018-01-25T23:36:42.664Z,0.000,0,No
"e4fef9552efca9731cad7f64f77188db",N/A,2018-01-26T15:37:09.766Z,0.000,0,No
"4e91468d685ca5a80f20d772102a971e",N/A,2018-01-26T18:08:10.391Z,0.000,0,No
"68382d8d5aac6aec6a8ed29b81e40735",N/A,2018-01-30T15:27:32.049Z,0.000,1,Yes
"ef65b15136de4b78b495b94504ef9336",N/A,2018-01-30T17:35:53.946Z,0.000,0,No
"cb2ffadce6bcccf52b1cd1c520cbbf36",N/A,2018-02-01T01:30:01.888Z,0.000,0,No
"47ed5336767662af50dcb88d01e13353",N/A,2018-02-01T21:56:56.997Z,0.000,0,No
"7a1302cc8ccd0ef842470c2a4281ed97",N/A,2018-02-02T00:25:38.175Z,1018.001,0,Yes
"67e4756aa5896fe30e6a2a1770aa226c",N/A,2018-02-03T00:42:55.469Z,3156.001,0,Yes
"fbb61b7e8cc78f70198898d42fa2befc",N/A,2018-02-03T00:43:03.040Z,0.000,0,No
"3392df3cd092d0299b575258f7b7c86b",N/A,2018-02-03T01:01:47.216Z,0.000,1,Yes
"351d71939b549f952d1557f46c78b2a5",N/A,2018-02-05T13:00:31.827Z,0.000,0,No
"cdab287f707f6371770e5b66e4f30340",N/A,2018-02-05T13:00:31.827Z,0.000,0,No
"5fc8b318a6ac164e16fdc8371cdcdae8",N/A,2018-02-06T00:15:39.741Z,271.001,0,Yes
"197952b1cf08e72c063b09899060c00c",N/A,2018-02-06T13:37:10.351Z,0.000,0,No
"6dbe4d38fe88f40fc7660462604a5549",N/A,2018-02-08T01:15:15.823Z,0.000,0,No
"09852e41f433fd94634533e67582698e",N/A,2018-02-09T02:44:58.126Z,0.000,0,No
"d2948f1f47da3ea97d5a2ddea4e1a736",N/A,2018-02-10T13:50:17.753Z,0.000,0,No
"fb07f78844de93649ae04861986eec0f",N/A,2018-02-11T00:31:12.052Z,0.000,0,No
"66d86d85f7c9f182bd9b32d9d12155cc",N/A,2018-02-13T22:08:03.670Z,0.000,0,No
"f1d85c4c994f2ac1674b470e7b201129",N/A,2018-02-14T22:52:44.846Z,0.000,0,No
"7763875f750fc8876ac2bc441a43bc1d",N/A,2018-02-15T17:13:39.692Z,0.000,0,No
"6e3d9c376b162bd222155002ea1a6f9d",N/A,2018-02-16T16:55:35.241Z,0.000,0,No
"341ee0adee090be8a8434e98e1aef0b9",N/A,2018-02-17T14:19:03.234Z,0.000,0,No
"78b908b437f379bf6e4d28d0286eef6c",N/A,2018-02-19T20:24:14.310Z,0.000,0,No
"7e9003b45608da8be67e64294448a39a",N/A,2018-02-22T00:16:41.374Z,0.000,1,Yes
"64af771bf97f62f89af0e1077fd5589b",N/A,2018-02-24T12:21:33.192Z,0.000,0,No
"b8234e303731b8d8e492b1fa4c074f0d",N/A,2018-02-24T12:21:33.192Z,0.000,0,No
"64f83c692c2b93336911e13179934c63",N/A,2018-02-26T23:05:31.175Z,0.000,0,No
"8d122b568ec114b5113aa6f6fcccbebb",N/A,2018-02-27T12:53:02.754Z,651.001,0,Yes
"5aa8a8ee6e99347b777a76dd0c93e7f7",N/A,2018-02-27T13:13:51.840Z,0.000,1,Yes
"6d6eaab533355d305165cd19d68dd034",N/A,2018-02-28T13:36:48.153Z,397.001,0,Yes
"df958e7b120584bc7db92d9ad1d8b3d5",N/A,2018-03-01T01:29:29.837Z,0.000,0,No
"03a885232741d2c7fb7fa15a5bec0553",N/A,2018-03-01T13:38:10.300Z,0.000,0,No
"b918e832a4c98dedfddf649093045204",N/A,2018-03-02T13:23:20.620Z,0.000,0,No
"58400ae852cbd424eeabe0bd191b764e",N/A,2018-03-03T16:36:03.611Z,0.000,0,No
"53c1a32e5e512238043243725208ebd8",N/A,2018-03-03T16:57:02.552Z,0.000,0,No
"ad0647bdabbac4b20178599188165f27",N/A,2018-03-09T00:32:03.565Z,0.000,0,No
"1403951c9b74328c7a119415da837fbb",N/A,2018-03-09T22:48:07.883Z,0.000,0,No
"242c48bb2cf8069cd332665514e9c791",N/A,2018-03-09T22:48:07.884Z,0.000,0,No
"600251f0526b9456743d30e111f3e0ab",N/A,2018-03-09T22:48:07.883Z,0.000,0,No
"010e58c0e0c4a8daae54b5306d9d8b3a",N/A,2018-03-14T21:53:01.028Z,0.000,0,No
"609b44e402be6b73a273420000eaf7ff",N/A,2018-03-14T21:53:16.730Z,1183.991,0,Yes
"10d61850111541485f426742895e3a2b",N/A,2018-03-18T19:09:48.069Z,0.000,0,No
"3e3cec3502d7900e102eb191f1528034",N/A,2018-03-18T19:09:48.069Z,0.000,0,No
"286b7f0cf9d27cd0ab86895a616db5ae",N/A,2018-03-18T22:23:39.655Z,0.000,0,No
"55b200271265d3f8a3f036bd0a2a5107",N/A,2018-03-20T12:37:47.268Z,0.000,0,No
"41f9df555a16e3eec7dee949e3061da0",N/A,2018-03-22T14:26:24.206Z,0.000,0,No
"c2ffa9e310b710090b811696ae6fa988",N/A,2018-03-22T14:26:24.206Z,0.000,0,No
"541f10e386ec08a97415b1f592b99542",N/A,2018-03-23T15:09:59.595Z,0.000,1,Yes
"9a6720c431453146d3333bff5758ca4b",N/A,2018-03-23T21:44:02.639Z,0.000,0,No
"1c5b35be9d61ff170f79399ec235a26c",N/A,2018-03-25T18:35:19.734Z,0.000,0,No
"9723582ec90b5ba703352229630a2f7c",N/A,2018-03-26T11:15:52.769Z,0.000,0,No
"2ffa3c2de04e29c31cedfe229a5e3715",N/A,2018-03-28T15:42:45.409Z,0.000,0,No
"c78fcbe08a7b200ab1bae2a44168f1e4",N/A,2018-03-30T00:02:34.944Z,0.000,1,Yes
"55783734aa93b2e81843f448efc2f49c",N/A,2018-03-30T00:22:33.851Z,1198.001,0,Yes
"202d987f834db4a4ca0cd58b9ef66a90",N/A,2018-03-30T21:38:01.106Z,0.000,0,No
"9fda456dd27183fda47eea244cb16072",N/A,2018-03-30T21:38:01.105Z,0.000,0,No
"2c17ba8990582c425739ef0fe4bd1f06",N/A,2018-04-03T21:39:45.561Z,0.000,0,No
"1dc68925d48038d6d237b86fdd3aa55b",N/A,2018-04-04T22:53:08.620Z,0.000,0,No
"1f8746f10c08bca94f9b183cc0306908",N/A,2018-04-05T03:08:09.892Z,0.000,1,Yes
"a40a32cfc741197a724b8a3044c7d309",N/A,2018-04-05T03:08:45.617Z,35.004,0,Yes
"0afb3d8511bb0c718f6ea33bff2b1481",N/A,2018-04-06T22:45:23.581Z,0.000,0,No
"0e0753198f703253acd2550bc5bb0537",N/A,2018-04-06T22:45:23.581Z,0.000,0,No
"030e0d09ac6b2b2c5ac72d18977a707f",N/A,2018-04-07T19:04:00.381Z,0.000,0,No
"05306d0def5d82a09f9b0697d4deb78f",N/A,2018-04-17T12:44:10.997Z,0.000,0,No
"6e84466dca8bbca8f44a0f39eb0dc6f0",N/A,2018-04-17T12:44:10.997Z,0.000,0,No
"a83f0bb466544e821d17c5e75e1f16f2",N/A,2018-04-17T12:44:10.997Z,0.000,0,No
"e11932651f85559ab55fef826ab6c456",N/A,2018-04-17T12:44:10.997Z,0.000,0,No
"ea60ee36f0764bf07449c7937e1879f3",N/A,2018-04-17T12:44:10.997Z,0.000,0,No
"6fa15c44372c3aad477ca1f2c15da557",N/A,2018-04-18T14:46:13.259Z,0.000,0,No
"59da13beb0385e2150cb36a6926ae4ba",N/A,2018-04-19T15:02:21.714Z,0.000,0,No
"c808ecd7e6149653186bc8e42ab73b53",N/A,2018-04-20T13:06:32.529Z,0.000,0,No
"1cb061c8e1d77f0ab6fe85f61b19e634",N/A,2018-04-21T18:39:14.575Z,0.000,0,No
"6509ca1419d73e79ebe0c1f4ca7233de",N/A,2018-04-28T04:25:52.417Z,0.000,0,No
"28a5a34240523b50866c0b73dcbc127f",N/A,2018-04-29T14:16:46.978Z,0.000,0,No
"35972d7ea822e5fad6b0e06bcc29894d",N/A,2018-04-30T21:33:14.869Z,0.000,0,No
"3f6e4bbca940f21f65d99f0ed86ba158",N/A,2018-05-02T22:49:44.225Z,0.000,0,No
"7e618229d3bd043edd269dd33e1ebc9d",N/A,2018-05-04T12:32:46.389Z,0.000,0,No
"82431687325d081fde7f419e6dde55f5",N/A,2018-05-10T22:36:05.132Z,0.000,0,No
"92f6e54c207304a530102a5167df06d7",N/A,2018-05-14T12:26:19.842Z,0.000,2,Yes
"faf0dadcdd3eee3ca1ff170bccd46e2a",N/A,2018-05-14T12:26:02.040Z,6.000,0,No
"1068450eff0cda2f2655bd6c3489bb2a",N/A,2018-05-14T12:26:30.242Z,0.000,0,No
"3d9dfeaafda9d556ce15ec2383619ae3",N/A,2018-05-14T12:26:30.242Z,0.000,0,No
"6a29b70eb2ccf19bf2431135c5b2660d",N/A,2018-05-14T12:26:30.242Z,0.000,0,No
"5f4350e60c213a8112062dbe9d99e856",N/A,2018-05-15T12:34:39.358Z,0.000,0,No
"0412a1826f455d016892d02779c625f2",N/A,2018-05-17T12:38:54.133Z,0.000,0,No
"4e176cc02e9f29f0df59dcc4156e52dc",N/A,2018-05-17T12:38:54.133Z,0.000,0,No
"9d8012b837a9c5ba11f862e9a13d4e85",N/A,2018-05-17T12:38:54.133Z,0.000,0,No
"9bfbe30f19d877f76699aeb625c40550",N/A,2018-05-18T15:23:01.062Z,0.000,0,No
"e99351f35a068f94818875ac9a84cd20",N/A,2018-05-19T21:38:53.551Z,0.000,0,No
"48c7d62add6262d76be290d13580bead",N/A,2018-05-22T12:43:10.138Z,0.000,0,No
"5da1806d5f960e92ee9dfc941521b17a",N/A,2018-05-24T21:09:08.470Z,0.000,0,No
"c232de7e3b9ef5c918183082959e1be5",N/A,2018-05-24T21:09:08.470Z,0.000,0,No
"2812b3a274151bf09b81274e8e6cfdde",N/A,2018-05-30T00:29:56.049Z,0.000,0,No
"c14ab18920525b3d87ca7f1a85bc71dd",N/A,2018-05-30T00:29:56.049Z,0.000,0,No
"ec99f8ab5504ba59111447eeb2c2e411",N/A,2018-05-30T00:29:56.049Z,0.000,0,No
"bf6ace2ca6c3a5a19817189c5a2e6027",N/A,2018-05-30T21:14:10.316Z,0.000,0,No
"8e665360919e4c23b4cbe7a84f90c063",N/A,2018-05-31T12:51:45.438Z,0.000,2,Yes
"5f786d61d973517d9a1e348c9b7fb883",N/A,2018-05-31T22:00:04.978Z,0.000,0,No
"f6cb5fee7decd58f2a77b1b7562fd788",N/A,2018-06-01T12:52:36.523Z,0.000,1,Yes
"ca1d394c13389c47c94615637ab5bf1e",N/A,2018-06-01T20:56:50.272Z,0.000,0,No
"1d072a128760fa1d8f38327b77eab506",N/A,2018-06-02T18:01:12.771Z,0.000,0,No
"1ba0409d93ba70b292e2711cc49ebc88",N/A,2018-06-04T17:27:31.235Z,0.000,0,No
"b0c846d06d9b4798be50482d7a44bada",N/A,2018-06-06T12:41:34.912Z,75.001,0,Yes
"d7779d7a8fefa0a4296bff68d39a34a9",N/A,2018-06-06T21:05:16.712Z,0.000,0,No
"0e59ef13ca55d1bed61a0ea20d80bb47",N/A,2018-06-10T12:48:37.963Z,0.000,0,No
"bfef6bee41c9b397cbf774e06e7c92df",N/A,2018-06-10T12:48:37.963Z,0.000,0,No
"24fc6b28c3c051cb8695166cd8964c24",N/A,2018-06-11T21:34:48.619Z,0.000,1,Yes
"9ed378aa180734a7fd26949d2f6835d0",N/A,2018-06-12T16:28:07.483Z,0.000,0,No
"97382e6550cd492855c380222c695691",N/A,2018-06-15T11:43:01.078Z,0.000,0,No
"ce5b220809db6f7c030c97c36b431776",N/A,2018-06-15T11:43:01.078Z,0.000,0,No
"59aabed859d58aa2b0253cf913944d52",N/A,2018-06-15T11:44:15.468Z,0.000,0,No
"68a21e8e391f67476ce998df9c9896e6",N/A,2018-06-16T14:18:42.860Z,0.000,0,No
"7e177a0f651ac2883df74a991ceb29df",N/A,2018-06-16T14:18:42.860Z,0.000,0,No
"8cac0349e315bc0f62ed65a4e017415a",N/A,2018-06-18T23:40:56.724Z,0.000,0,No
1365203596,"Kendrick Lamar Interview — Clip",2018-06-20T14:47:51Z,33.000,0,Yes
"ae315c78bbb3810ef4a1346f9395322e",N/A,2018-06-20T15:59:12Z,0.000,0,No
"498fd77c6e5bc14edd57876b3f7223c2",N/A,2018-06-21T23:28:26.759Z,0.000,0,No
"8514ccdc20a8dbefb358369809e37405",N/A,2018-06-21T23:28:26.759Z,0.000,0,No
"04c570ac5844518637ca08505b9861a1",N/A,2018-06-22T21:21:05.182Z,33.001,0,Yes
"8567a92dd83b266bac05b5ed3eff9aae",N/A,2018-06-25T12:03:30.076Z,0.000,0,No
"a1e975a2310702df8032031ef1ba6854",N/A,2018-06-25T12:03:30.076Z,0.000,0,No
"50011dffb0d1c3a1697ea64cb2174e34",N/A,2018-06-25T12:19:13.936Z,0.000,0,No
"926974f5747776f585650254cd2e2de5",N/A,2018-06-26T12:34:52.289Z,0.000,0,No
"142a3d10641cfafc6e46d4ebfcdf5857",N/A,2018-06-28T12:28:01.334Z,0.000,0,No
"6589c3888110375a82017a5bdcac5797",N/A,2018-06-29T21:17:20.130Z,0.000,0,No
"e4148d567a2737510d2bf65051146e4f",N/A,2018-06-30T14:18:44.869Z,0.000,0,No
"d82c88ca45d8da8a46fc0144f755b926",N/A,2018-06-30T14:28:31.324Z,0.000,0,No
"0b2a44bee678f9f908f19cf83bf0519e",N/A,2018-07-12T22:35:50.468Z,0.000,0,No
"943d1baf12a377971aadd206944b7d00",N/A,2018-07-16T12:05:06.176Z,0.000,0,No
"380e7db0b2eea71a13186ce0d38117e6",N/A,2018-07-19T12:29:03.213Z,0.000,0,No
"d14f596a7f1e777bb88579d1977690fe",N/A,2018-07-19T12:29:03.213Z,0.000,0,No
"18ae80a0d03fbf21af9d681564037961",N/A,2018-07-27T18:31:28.307Z,0.000,0,No
"cb1c07bfe06de13665d0ee211221919c",N/A,2018-07-27T18:55:35.355Z,1396.000,0,Yes
"5a1aa0de4f84969ebe543117c07ac6d6",N/A,2018-07-31T11:57:37.107Z,0.000,0,No
"eb82ef97da0542d463187403e8d5b7e5",N/A,2018-08-02T21:40:06.864Z,0.000,1,Yes
"7a4d3706e54d8ef2b2cca99c6f5616ad",N/A,2018-08-03T12:38:51.402Z,0.000,0,No
"f5393a47e9c171d8db91a5a94d5faa28",N/A,2018-08-04T15:47:55.314Z,0.000,0,No
"61fcb432638eed9f7ab9a18967f96a17",N/A,2018-08-07T12:02:12.216Z,0.000,0,No
"c2683603333eda98c4dd69a33a33f1c0",N/A,2018-08-08T12:39:18.280Z,0.000,0,No
"175bfd68225fbc0558b291c973feaa4c",N/A,2018-08-13T12:31:40.697Z,0.000,0,No
"94359427a2be89a2cd00c51f4e35f96b",N/A,2018-08-17T21:45:36.037Z,0.000,0,No
"3d43fd70d422f0de420fce6f787b75ee",N/A,2018-08-19T19:49:39.220Z,0.000,1,Yes
"ddaa4eae8d036407ac5e35104e2c849b",N/A,2018-08-19T20:42:58.134Z,0.000,1,Yes
"e4bcd75c3585a34e99769afe05db108c",N/A,2018-08-19T20:44:56.117Z,0.000,2,Yes
"e3a31c91f2d771a48e30e2c0190f54a5",N/A,2018-08-21T18:41:28.532Z,0.000,0,No
"72c704685835c3a31adda1860b919ca6",N/A,2018-08-22T21:31:53.943Z,0.000,0,No
"797ec24ee0658b0849758c770ba7dcdc",N/A,2018-08-23T21:40:10.874Z,0.000,0,No
