Apple ID Number,Item Purchased Date,Content Type,Item Reference Number,Item Description,Seller,Container Reference Number,Container Description,Invoice Item Total,Device Identifier,Device Details,Device IP Address,Refund Amount,Document Number,Invoice Date,Invoice Tax Amount,Invoice Total Amount,Purchase Created Date,Order Number,Billing Information ID,Payment Type,Currency ID,Purchase Chargeback?
405952270,2012-08-09T22:16:52Z,TV Episodes,335269906,Social Psychology,Sony Pictures Entertainment,,,$2.99,0026B0DFEBEA,iTunes/10.6.3 (Macintosh; Intel Mac OS X 10.6.8) AppleWebKit/534.57.2,70.138.59.13,,151037519757,08/09/2012,$0.25,$3.24,2012-08-09T22:16:52Z,MHL3QKJZNV,500000007153887,Store Credit,USD,No
405952270,2012-08-09T14:37:24Z,Songs,207316081,Pickup Man,Sony Music,,,$1.29,0026B0DFEBEA,iTunes/10.6.3 (Macintosh; Intel Mac OS X 10.6.8) AppleWebKit/534.57.2,70.138.59.13,,151037519759,08/09/2012,$0.11,$1.40,2012-08-09T14:37:24Z,MHL3QJG8H9,500000007153887,Store Credit,USD,No
405952270,2012-07-08T03:02:40Z,Songs,330302549,Gimme Three Steps,The Universal Music Group,,,$1.29,0026B0DFEBEA,iTunes/10.6.3 (Macintosh; Intel Mac OS X 10.6.8) AppleWebKit/534.57.2,70.138.59.13,,207035976605,07/08/2012,$0.11,$1.40,2012-07-08T03:02:40Z,MHL3L4WJ89,500000007153887,Store Credit,USD,No
405952270,2012-07-06T18:09:27Z,Songs,418571516,Lights (Single Version),The Universal Music Group,,,$1.29,0026B0DFEBEA,iTunes/10.6.3 (Macintosh; Intel Mac OS X 10.6.8) AppleWebKit/534.57.2,70.138.59.13,,136035988539,07/07/2012,$0.11,$1.40,2012-07-06T18:09:27Z,MHL3L0B08N,500000007153887,Store Credit,USD,No
405952270,2012-07-02T23:46:00Z,Songs,262089480,Black Water,The Warner Music Group,,,$1.29,0026B0DFEBEA,iTunes/10.6.3 (Macintosh; Intel Mac OS X 10.6.8) AppleWebKit/534.57.2,70.138.59.13,,112035395084,07/03/2012,$0.16,$2.14,2012-07-02T23:40:53Z,MHL3KNDD8F,500000007153887,Store Credit,USD,No
405952270,2012-07-02T23:40:53Z,Songs,320452067,American Saturday Night,Sony Music,,,$0.69,0026B0DFEBEA,iTunes/10.6.3 (Macintosh; Intel Mac OS X 10.6.8) AppleWebKit/534.57.2,70.138.59.13,,112035395084,07/03/2012,$0.16,$2.14,2012-07-02T23:40:53Z,MHL3KNDD8F,500000007153887,Store Credit,USD,No
405952270,2012-06-24T04:38:22Z,TV Episodes,516743018,Episode 1,BBC Worldwide,,,$2.99,0026B0DFEBEA,iTunes/10.6.1 (Macintosh; Intel Mac OS X 10.6.8) AppleWebKit/534.55.3,70.138.59.13,,139035262535,06/24/2012,$0.25,$3.24,2012-06-24T04:38:22Z,MHL3JWKWL2,500000007153887,Store Credit,USD,No
405952270,2012-06-09T15:47:42Z,Songs,470944511,Glad You Came,The Universal Music Group,,,$1.29,0026B0DFEBEA,iTunes/10.6.1 (Macintosh; Intel Mac OS X 10.6.8) AppleWebKit/534.55.3,70.138.59.13,,177034565287,06/10/2012,$0.19,$2.47,2012-06-09T15:39:00Z,MHL3HBBV18,500000007153887,Store Credit,USD,No
405952270,2012-06-09T15:39:00Z,Songs,499737980,Shuckin' The Corn,Entertainment One US LP,,,$0.99,0026B0DFEBEA,iTunes/10.6.1 (Macintosh; Intel Mac OS X 10.6.8) AppleWebKit/534.55.3,70.138.59.13,,177034565287,06/10/2012,$0.19,$2.47,2012-06-09T15:39:00Z,MHL3HBBV18,500000007153887,Store Credit,USD,No
405952270,2012-06-04T22:15:59Z,Songs,284317796,Call Me the Breeze,The Universal Music Group,,,$1.29,0026B0DFEBEA,iTunes/10.6.1 (Macintosh; Intel Mac OS X 10.6.8) AppleWebKit/534.55.3,70.138.59.13,,208033950901,06/05/2012,$0.11,$1.40,2012-06-04T22:15:59Z,MHL3GWL26L,500000007153887,Store Credit,USD,No
405952270,2012-05-25T21:03:07Z,Songs,78845155,Foggy Mountain Breakdown,The Orchard Enterprises Inc.,,,$0.99,0026B0DFEBEA,iTunes/10.6.1 (Macintosh; Intel Mac OS X 10.6.8) AppleWebKit/534.55.3,70.138.59.13,,172033784684,05/25/2012,$0.70,$9.24,2012-05-24T22:39:47Z,MHL3FS0ZXG,500000007153887,Store Credit,USD,No
405952270,2012-05-25T21:02:42Z,Songs,411930847,Farewell Blues,X5 Group AB,,,$0.99,0026B0DFEBEA,iTunes/10.6.1 (Macintosh; Intel Mac OS X 10.6.8) AppleWebKit/534.55.3,70.138.59.13,,172033784684,05/25/2012,$0.70,$9.24,2012-05-24T22:39:47Z,MHL3FS0ZXG,500000007153887,Store Credit,USD,No
405952270,2012-05-25T20:51:10Z,Songs,193898243,"Willie, Waylon and Me",Sony Music,,,$0.99,0026B0DFEBEA,iTunes/10.6.1 (Macintosh; Intel Mac OS X 10.6.8) AppleWebKit/534.55.3,70.138.59.13,,172033784684,05/25/2012,$0.70,$9.24,2012-05-24T22:39:47Z,MHL3FS0ZXG,500000007153887,Store Credit,USD,No
405952270,2012-05-25T20:45:34Z,Songs,33831125,"Sangria Wine (Live Edit, 1973 / Luckenbach, TX)",The Universal Music Group,,,$1.29,0026B0DFEBEA,iTunes/10.6.1 (Macintosh; Intel Mac OS X 10.6.8) AppleWebKit/534.55.3,70.138.59.13,,172033784684,05/25/2012,$0.70,$9.24,2012-05-24T22:39:47Z,MHL3FS0ZXG,500000007153887,Store Credit,USD,No
405952270,2012-05-24T22:52:26Z,TV Episodes,480886480,Man Up,MTV Networks - Viacom,,,$2.99,0026B0DFEBEA,iTunes/10.6.1 (Macintosh; Intel Mac OS X 10.6.8) AppleWebKit/534.55.3,70.138.59.13,,172033784684,05/25/2012,$0.70,$9.24,2012-05-24T22:39:47Z,MHL3FS0ZXG,500000007153887,Store Credit,USD,No
405952270,2012-05-24T22:39:47Z,Songs,448973409,Even If It Breaks Your Heart,The Universal Music Group,,,$1.29,0026B0DFEBEA,iTunes/10.6.1 (Macintosh; Intel Mac OS X 10.6.8) AppleWebKit/534.55.3,70.138.59.13,,172033784684,05/25/2012,$0.70,$9.24,2012-05-24T22:39:47Z,MHL3FS0ZXG,500000007153887,Store Credit,USD,No
405952270,2012-05-12T22:06:02Z,TV Episodes,495202978,Back to Where You've Never Been,Warner Bros. Entertainment Inc.,,,$2.99,0026B0DFEBEA,iTunes/10.6.1 (Macintosh; Intel Mac OS X 10.6.8) AppleWebKit/534.55.3,70.138.59.13,,124033395378,05/16/2012,$0.25,$3.24,2012-05-12T22:06:02Z,MHL3DJ4W6X,500000007153887,MasterCard,USD,No
405952270,2012-05-05T12:27:40Z,TV Episodes,286227448,Gotcha!,"Warner Bros. Home Entertainment, Inc.",,,$2.99,0026B0DFEBEA,iTunes/10.6.1 (Macintosh; Intel Mac OS X 10.6.8) AppleWebKit/534.55.3,143.215.115.250,,135033065887,05/08/2012,$0.25,$3.24,2012-05-05T12:27:40Z,MHL3BT9Z5G,500000007153887,MasterCard,USD,No
405952270,2012-04-24T20:32:33Z,Songs,268952341,Mountain Dew,Smithsonian Folkways Recordings,,,$0.99,0026B0DFEBEA,iTunes/10.6.1 (Macintosh; Intel Mac OS X 10.6.8) AppleWebKit/534.55.3,143.215.120.32,,142032553590,04/28/2012,$0.08,$1.07,2012-04-24T20:32:33Z,MHL39KNT39,500000007153887,MasterCard,USD,No
405952270,2012-04-02T01:34:12Z,Songs,504709664,Call Me Maybe,The Universal Music Group,,,$1.29,0026B0DFEBEA,iTunes/10.6 (Macintosh; Intel Mac OS X 10.6.8) AppleWebKit/534.55.3,128.61.69.143,,132031326857,04/05/2012,$0.11,$1.40,2012-04-02T01:34:12Z,MHL37504XH,500000007153887,MasterCard,USD,No
405952270,2012-03-15T04:30:30Z,Songs,23534382,Days Go By,DO NOT USE - EMI Music,,,$1.29,0026B0DFEBEA,iTunes/10.5.3 (Macintosh; Intel Mac OS X 10.6.8) AppleWebKit/534.52.7,128.61.69.143,,153030689972,03/18/2012,$0.11,$1.40,2012-03-15T04:30:30Z,MHL35453K3,500000007153887,MasterCard,USD,No
405952270,2012-02-29T21:09:44Z,Songs,99159630,Guilty Conscience,The Universal Music Group,,,$1.29,0026B0DFEBEA,iTunes/10.5.3 (Macintosh; Intel Mac OS X 10.6.8) AppleWebKit/534.52.7,128.61.69.143,,126030456639,03/04/2012,$0.11,$1.40,2012-02-29T21:09:44Z,MHL33T1FZZ,500000007153887,MasterCard,USD,No
405952270,2012-02-12T05:13:48Z,Songs,265088952,To the Top,Decon,,,$0.99,0026B0DFEBEA,iTunes/10.5.3 (Macintosh; Intel Mac OS X 10.6.8) AppleWebKit/534.52.7,128.61.69.143,,140029463739,02/15/2012,$0.08,$1.07,2012-02-12T05:13:48Z,MHL327Z3M0,500000007153887,MasterCard,USD,No
405952270,2012-02-05T19:37:56Z,Songs,121546179,On and On,Rebel Records,,,$0.99,0026B0DFEBEA,iTunes/10.5.3 (Macintosh; Intel Mac OS X 10.6.8) AppleWebKit/534.52.7,128.61.69.143,,203029015487,02/08/2012,$0.08,$1.07,2012-02-05T19:37:56Z,MHL31QKGG6,500000007153887,MasterCard,USD,No
405952270,2012-01-13T19:53:46Z,Songs,203941460,Get Rhythm,Sony Music,,,$1.29,0026B0DFEBEA,iTunes/10.5.2 (Macintosh; Intel Mac OS X 10.6.8) AppleWebKit/534.52.7,128.61.69.143,,127028226244,01/16/2012,$0.11,$1.40,2012-01-13T19:53:46Z,MHL3005FMZ,500000007153887,MasterCard,USD,No
405952270,2012-01-02T00:30:41Z,Songs,447845393,The Matrix,Isolation Network / Ingrooves,,,$1.29,0026B0DFEBEA,iTunes/10.5.2 (Macintosh; Intel Mac OS X 10.6.8) AppleWebKit/534.52.7,70.138.59.13,,186027985541,01/05/2012,$0.11,$1.40,2012-01-02T00:30:41Z,MHL2Z7FL68,500000007153887,MasterCard,USD,No
405952270,2011-12-04T06:42:29Z,Songs,456127779,Here for a Good Time,The Universal Music Group,,,$1.29,0026B0DFEBEA,iTunes/10.5.1 (Macintosh; Intel Mac OS X 10.6.8) AppleWebKit/534.51.22,143.215.118.37,,119026246174,12/07/2011,$0.29,$3.86,2011-12-04T06:33:43Z,MHL2XDGTVZ,140000035251606,MasterCard,USD,No
405952270,2011-12-04T06:37:57Z,Songs,386961822,Callin' Baton Rouge,"TuneCore, Inc",,,$0.99,0026B0DFEBEA,iTunes/10.5.1 (Macintosh; Intel Mac OS X 10.6.8) AppleWebKit/534.51.22,143.215.118.37,,119026246174,12/07/2011,$0.29,$3.86,2011-12-04T06:33:43Z,MHL2XDGTVZ,140000035251606,MasterCard,USD,No
