"Review Reference Number","Item Reference Number","Item Type","Item Description","Provider Name","App Version","Review Title","Review Text","Created on",Rating,Removed?,Language,"IP Address","User Agent","Pulled For Concern"
2552472130,1143845868,Podcast,Dissect,"Cole Cuchna | Spotify",,,,2018-05-16T00:12:23Z,5,No,English,130.207.218.196,"iTunes/12.7.4 (Windows; Microsoft Windows 10 x64 Enterprise Edition (Build 16299); x64) AppleWebKit/7605.1033.1002.2 (dt:2)",
